--- Relatório Detalhado de Falhas de Localização ---

Arquivo                   | Score IoU
img_014956.jpg            | 0.000
img_001801.jpg            | 0.000
img_010479.jpg            | 0.000
img_000356.jpg            | 0.000
img_013319.jpg            | 0.000
img_002912.jpg            | 0.000
img_010159.jpg            | 0.000
img_010726.jpg            | 0.000
img_000910.jpg            | 0.000
img_002269.jpg            | 0.000
img_010074.jpg            | 0.000
img_003970.jpg            | 0.000
img_011541.jpg            | 0.000
img_001979.jpg            | 0.000
img_011277.jpg            | 0.000
img_003116.jpg            | 0.000
img_011315.jpg            | 0.000
img_014227.jpg            | 0.000
img_012577.jpg            | 0.000
img_012439.jpg            | 0.000
img_011776.jpg            | 0.000
img_002507.jpg            | 0.000
img_011917.jpg            | 0.000
img_002157.jpg            | 0.000
img_003556.jpg            | 0.000
img_000541.jpg            | 0.000
img_014261.jpg            | 0.000
img_002054.jpg            | 0.000
img_002462.jpg            | 0.000
img_011712.jpg            | 0.000
img_013702.jpg            | 0.000
img_013669.jpg            | 0.000
img_003941.jpg            | 0.000
img_012481.jpg            | 0.000
img_000331.jpg            | 0.000
img_004237.jpg            | 0.000
img_013987.jpg            | 0.000
img_002951.jpg            | 0.000
img_010216.jpg            | 0.000
img_000869.jpg            | 0.000
img_004866.jpg            | 0.000
img_010659.jpg            | 0.000
img_012428.jpg            | 0.000
img_011377.jpg            | 0.000
img_003355.jpg            | 0.000
img_001723.jpg            | 0.000
img_001956.jpg            | 0.000
img_002109.jpg            | 0.000
img_014999.jpg            | 0.000
img_004738.jpg            | 0.000
img_012581.jpg            | 0.000
img_010265.jpg            | 0.000
img_003756.jpg            | 0.000
img_004598.jpg            | 0.000
img_002603.jpg            | 0.000
img_003600.jpg            | 0.000
img_002710.jpg            | 0.000
img_010965.jpg            | 0.000
img_001504.jpg            | 0.000
img_013678.jpg            | 0.000
img_000385.jpg            | 0.000
img_002161.jpg            | 0.000
img_010117.jpg            | 0.000
img_012550.jpg            | 0.000
img_012400.jpg            | 0.000
img_001604.jpg            | 0.000
img_013186.jpg            | 0.000
img_001429.jpg            | 0.000
img_010576.jpg            | 0.000
img_004109.jpg            | 0.000
img_011187.jpg            | 0.000
img_002937.jpg            | 0.000
img_010009.jpg            | 0.000
img_004664.jpg            | 0.000
img_004896.jpg            | 0.000
img_001921.jpg            | 0.000
img_010527.jpg            | 0.000
img_000964.jpg            | 0.000
img_002467.jpg            | 0.000
img_003609.jpg            | 0.000
img_003446.jpg            | 0.000
img_013174.jpg            | 0.000
img_000738.jpg            | 0.000
img_011216.jpg            | 0.000
img_000636.jpg            | 0.000
img_004644.jpg            | 0.000
img_002766.jpg            | 0.000
img_001853.jpg            | 0.000
img_011801.jpg            | 0.000
img_000045.jpg            | 0.000
img_003936.jpg            | 0.000
img_000601.jpg            | 0.000
img_000225.jpg            | 0.000
img_011886.jpg            | 0.000
img_003568.jpg            | 0.000
img_002627.jpg            | 0.000
img_011793.jpg            | 0.000
img_000649.jpg            | 0.000
img_001694.jpg            | 0.000
img_010916.jpg            | 0.000
img_001811.jpg            | 0.000
img_004305.jpg            | 0.000
img_001372.jpg            | 0.000
img_000176.jpg            | 0.000
img_001702.jpg            | 0.000
img_001606.jpg            | 0.000
img_004254.jpg            | 0.000
img_001454.jpg            | 0.000
img_001432.jpg            | 0.000
img_002135.jpg            | 0.000
img_011706.jpg            | 0.000
img_010557.jpg            | 0.000
img_002953.jpg            | 0.000
img_012765.jpg            | 0.000
img_000080.jpg            | 0.000
img_011971.jpg            | 0.000
img_011074.jpg            | 0.000
img_014439.jpg            | 0.000
img_010293.jpg            | 0.000
img_004515.jpg            | 0.000
img_012768.jpg            | 0.000
img_001573.jpg            | 0.000
img_000094.jpg            | 0.000
img_001260.jpg            | 0.000
img_000070.jpg            | 0.000
img_010171.jpg            | 0.000
img_000311.jpg            | 0.000
img_003112.jpg            | 0.000
img_004143.jpg            | 0.000
img_000786.jpg            | 0.000
img_014020.jpg            | 0.000
img_003202.jpg            | 0.000
img_001548.jpg            | 0.000
img_002488.jpg            | 0.000
img_014411.jpg            | 0.000
img_002071.jpg            | 0.000
img_010044.jpg            | 0.000
img_002675.jpg            | 0.000
img_011779.jpg            | 0.000
img_003902.jpg            | 0.000
img_014931.jpg            | 0.000
img_003571.jpg            | 0.000
img_011633.jpg            | 0.000
img_014568.jpg            | 0.000
img_004647.jpg            | 0.000
img_000731.jpg            | 0.000
img_004021.jpg            | 0.000
img_002481.jpg            | 0.000
img_012066.jpg            | 0.000
img_011643.jpg            | 0.000
img_011508.jpg            | 0.000
img_004486.jpg            | 0.000
img_001579.jpg            | 0.000
img_002258.jpg            | 0.000
img_003151.jpg            | 0.000
img_000945.jpg            | 0.000
img_010134.jpg            | 0.000
img_010264.jpg            | 0.000
img_002633.jpg            | 0.000
img_001084.jpg            | 0.000
img_003329.jpg            | 0.000
img_011478.jpg            | 0.000
img_001142.jpg            | 0.000
img_000671.jpg            | 0.000
img_000798.jpg            | 0.000
img_004165.jpg            | 0.000
img_001657.jpg            | 0.000
img_014072.jpg            | 0.000
img_004854.jpg            | 0.000
img_000169.jpg            | 0.000
img_001460.jpg            | 0.000
img_013189.jpg            | 0.000
img_002618.jpg            | 0.000
img_001271.jpg            | 0.000
img_002290.jpg            | 0.000
img_011114.jpg            | 0.000
img_003595.jpg            | 0.000
img_002174.jpg            | 0.000
img_000546.jpg            | 0.000
img_001539.jpg            | 0.000
img_010272.jpg            | 0.000
img_004157.jpg            | 0.000
img_013956.jpg            | 0.000
img_013202.jpg            | 0.000
img_000903.jpg            | 0.000
img_004588.jpg            | 0.000
img_000275.jpg            | 0.000
img_003890.jpg            | 0.000
